0.108,0.0961,0.1039,0.1028,0.0943,0.0918,0.0828,0.0711,0.0558,0.0468,0.0364,0.0303,0.0228,0.0147,0.0116,0.0084,0.007,0.0049,0.004,0.0027,0.0014,0.0009,0.0008,0.0004,0.0001,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0134,0.0258,0.0376,0.0477,0.0563,0.0693,0.0757,0.0762,0.0755,0.0712,0.0651,0.0602,0.0552,0.0541,0.0451,0.0336,0.0285,0.0236,0.0202,0.0165,0.0119,0.0108,0.0076,0.0041,0.0042,0.003,0.0028,0.001,0.0016,0.0005,0.0003,0.0005,0.0004,0.0001,0.0002,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.002,0.0062,0.0117,0.0191,0.0274,0.0381,0.0429,0.0497,0.0575,0.0618,0.0653,0.0654,0.0665,0.0632,0.0603,0.0532,0.0486,0.0438,0.0397,0.0341,0.027,0.0229,0.0189,0.0167,0.0131,0.0107,0.0062,0.0065,0.0058,0.0051,0.0028,0.0023,0.0017,0.001,0.0008,0.001,0.0003,0.0001,0.0001,0.0004,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0004,0.0016,0.0049,0.0077,0.0128,0.0183,0.0248,0.0303,0.0363,0.0465,0.0486,0.0588,0.0598,0.0598,0.0592,0.063,0.0567,0.0537,0.0509,0.0471,0.0439,0.0345,0.0315,0.0275,0.0244,0.0189,0.0156,0.0121,0.0122,0.0087,0.0066,0.0064,0.0042,0.0025,0.003,0.0011,0.0018,0.0008,0.0008,0.0011,0.0003,0.0001,0.0003,0.0002,0.0002,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2401,0.0871,0.084,0.0824,0.0771,0.066,0.0606,0.052,0.0472,0.0374,0.0343,0.0306,0.0226,0.0181,0.0153,0.0095,0.0101,0.0053,0.0047,0.0046,0.0038,0.0018,0.0028,0.0007,0.0009,0.0004,0.0004,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0596,0.0475,0.0504,0.0544,0.0591,0.0588,0.0643,0.0628,0.0589,0.0558,0.05,0.0512,0.0465,0.0405,0.0351,0.0344,0.0267,0.0225,0.0207,0.017,0.0178,0.0117,0.0102,0.0087,0.0073,0.0054,0.0051,0.0046,0.0034,0.0023,0.0013,0.0011,0.0014,0.0013,0.0005,0.0004,0.0007,0.0003,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0162,0.0197,0.0251,0.0315,0.0379,0.0454,0.0443,0.0482,0.0517,0.0502,0.0542,0.0504,0.0545,0.0506,0.0503,0.0459,0.0389,0.0369,0.0338,0.0292,0.0285,0.0208,0.0196,0.0184,0.0156,0.0137,0.011,0.0112,0.0079,0.008,0.0058,0.0061,0.0041,0.0022,0.0032,0.0019,0.0018,0.0011,0.0011,0.0011,0.0003,0.0006,0.0002,0.0004,0.0,0.0001,0.0,0.0001,0.0,0.0002,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0051,0.0081,0.0138,0.0199,0.0219,0.0281,0.0307,0.0368,0.0425,0.042,0.0516,0.0463,0.0511,0.046,0.0483,0.0497,0.0476,0.0413,0.0404,0.0386,0.0327,0.0364,0.0297,0.0267,0.0227,0.0214,0.018,0.0179,0.0123,0.0124,0.0109,0.0094,0.0062,0.0054,0.0062,0.005,0.0039,0.0039,0.0023,0.0013,0.0015,0.0006,0.0004,0.0009,0.0004,0.0004,0.0003,0.0003,0.0003,0.0002,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8959,0.0072,0.006,0.0057,0.0051,0.0051,0.0043,0.0039,0.0044,0.0051,0.0047,0.0059,0.0045,0.0056,0.0041,0.0048,0.0037,0.0043,0.0031,0.0026,0.0029,0.0022,0.0024,0.0017,0.0014,0.0015,0.0004,0.0008,0.0003,0.0003,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7971,0.0073,0.0079,0.0076,0.0071,0.0064,0.0061,0.0057,0.0061,0.0059,0.0055,0.0064,0.0055,0.004,0.0058,0.0057,0.0045,0.0054,0.0053,0.0065,0.0061,0.0045,0.0044,0.0042,0.0047,0.0051,0.0044,0.0049,0.0049,0.0049,0.0042,0.004,0.0044,0.0038,0.0032,0.0034,0.0025,0.0024,0.0022,0.0014,0.0017,0.0015,0.0012,0.0009,0.0009,0.0004,0.0005,0.0004,0.0004,0.0001,0.0001,0.0003,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
